Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2021.09,1016,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2021.12,1117,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2022.03,1172,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2022.06,1178,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2022.09,1340,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2022.12,1446,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2023.03,1519,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2023.06,1572,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2023.09,1685,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2023.12,1665,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2010.03,771,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2010.06,772,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2010.09,758,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2010.12,758,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.03,750,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.06,738,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.09,725,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.12,720,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2012.03,718,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2012.06,711,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2012.09,708,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2012.12,710,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2013.03,708,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2013.06,708,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2013.09,703,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2013.12,703,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.03,713,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.06,704,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.09,710,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.12,709,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2015.03,707,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2015.06,702,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2015.09,694,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2015.12,696,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2016.03,697,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2016.06,696,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2016.09,685,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2016.12,685,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2017.03,681,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2017.06,678,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2017.09,667,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2017.12,670,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.03,666,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.06,657,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.09,661,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.12,656,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.03,651,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.06,647,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.09,642,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.12,644,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.03,643,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.06,637,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.09,623,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.12,631,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.03,632,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.06,618,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.09,609,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.12,619,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.03,618,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.06,611,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.09,604,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.12,612,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.03,611,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.06,605,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.09,598,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.12,605,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.03,4279,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.06,4440,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.09,4280,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.12,4328,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.03,3969,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.06,3872,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.09,4462,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.12,4353,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.03,4324,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.06,5130,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.09,4642,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.12,4355,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.03,4324,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.06,4968,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.09,4453,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.12,4085,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.03,4188,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.06,4309,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.09,4469,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.12,4871,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.03,4728,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.06,4093,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.09,4308,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.12,4530,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.03,4296,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.06,4015,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.09,4065,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.12,3830,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.03,3965,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.06,4181,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.09,4295,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.12,4614,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.03,4162,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.06,3903,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.09,4257,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.12,4714,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.03,4689,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.06,4127,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.09,4478,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.12,4575,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.03,4206,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.06,3760,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.09,4622,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.12,4399,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.03,4593,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.06,4678,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.09,3765,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.12,3754,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.03,4090,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.06,3803,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.09,3222,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.12,3069,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.03,3368,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.06,3126,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.09,3684,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.12,3564,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.03,5165,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.06,5329,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.09,5155,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.12,5206,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.03,4839,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.06,4732,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.09,5312,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.12,5201,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.03,5172,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.06,5975,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.09,5484,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.12,5202,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.03,5170,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.06,5819,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.09,5301,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.12,4938,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.03,5054,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.06,5170,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.09,5342,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.12,5752,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.03,5611,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.06,4970,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.09,5179,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.12,5405,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.03,5168,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.06,4883,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.09,4924,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.12,4694,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.03,4832,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.06,5049,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.09,5161,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.12,5493,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.03,5041,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.06,4779,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.09,5138,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.12,5592,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.03,5556,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.06,4986,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.09,5338,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.12,5445,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.03,5085,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.06,4638,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.09,5499,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.12,5291,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.03,5492,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.06,5566,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.09,4642,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.12,4644,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.03,4981,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.06,4688,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.09,4101,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.12,3959,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.03,4257,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.06,4010,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.09,4564,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.12,4455,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.03,69,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.06,70,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.09,71,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.12,72,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.03,73,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.06,75,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.09,77,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.12,79,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.03,81,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.06,83,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.09,85,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.12,88,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.03,90,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.06,93,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.09,96,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.12,101,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.03,104,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.06,109,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.09,114,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.12,118,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.03,123,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.06,126,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.09,127,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.12,125,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.03,121,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.06,120,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.09,122,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.12,126,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.03,132,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.06,139,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.09,146,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.12,153,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.03,159,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.06,164,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.09,165,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.12,164,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.03,158,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.06,156,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.09,160,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.12,167,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.03,179,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.06,186,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.09,196,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.12,202,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.03,205,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.06,208,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.09,210,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.12,212,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.03,214,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.06,217,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.09,219,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.12,222,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.03,223,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.06,225,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.09,227,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.12,229,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.03,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.06,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.09,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.12,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.03,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.06,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.09,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.12,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.03,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.09,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.12,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.03,48,Actual,Kilotonnes,Carbon dioxide equivalents
